Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
MU10 - Verify Register - Email can't be blank,N1NJS1804-161,10500,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:12 PM,16/Jul/24 11:44 PM,19/Jul/24 9:41 PM,16/Jul/24 11:44 PM,,0,Show password when click button,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-162,,N1NJS1804-160,25/Jun/24 1:13 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 131053.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10023,26/Jun/24 2:49 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575694485577_8ad96f634303bae68431ef0b6ca3ae8e.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10072,,,,,,Message 'Email là bắt buộc' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Email là bắt buộc',,,,,0|i000ef:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose email input field

Step 2: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772329835_*|*_10001_*:*_2_*:*_80047254,10000,Manage User,Done,16/Jul/24 11:44 PM
MU09 - Verify Register - Full name can't be blank,N1NJS1804-160,10499,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:07 PM,16/Jul/24 11:44 PM,19/Jul/24 9:41 PM,16/Jul/24 11:44 PM,,0,Full name can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-161,,N1NJS1804-159,25/Jun/24 1:11 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 131053.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10022,,,,,,,Message 'Họ và tên là bắt buộc' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Họ và tên là bắt buộc',,,,,0|i000e7:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose full name input field
Step 2: Press enter on keyboard",Pass,,,,1_*:*_1_*:*_273696_*|*_10000_*:*_1_*:*_1772208391_*|*_10001_*:*_2_*:*_80182554,10000,Manage User,Done,16/Jul/24 11:44 PM
MU08 - Verify Login - Show password when click button,N1NJS1804-159,10498,Bug,Open,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:04 PM,26/Jun/24 11:30 AM,19/Jul/24 9:41 PM,,,0,Show password when click button,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-160,,N1NJS1804-158,25/Jun/24 1:06 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 130643.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10020,,,,,,,Not show password,,,,,,{},,N1NJS1804-1,Manage User,,,Show password,,,,,0|i000dz:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Input at least 6 characters
Step 3: Click button in password field",Fail,,,,,10000,Manage User,To Do,25/Jun/24 1:04 PM
MU07 - Verify Login - Password contain maxium 160 characters,N1NJS1804-158,10497,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:01 PM,16/Jul/24 11:44 PM,19/Jul/24 9:41 PM,16/Jul/24 11:44 PM,,0,Password contain maxium 160 characters,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-159,,N1NJS1804-157,25/Jun/24 1:04 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 130351.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10019,26/Jun/24 2:48 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575675963021_3f29a1281d65f0113ccb89678d429dde.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10071,,,,,,Message 'Độ dài từ 6-160 ký tự' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Độ dài từ 6-160 ký tự',,,,,0|i000dr:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Input over 160 characters
Step 3: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772356498_*|*_10001_*:*_2_*:*_80636421,10000,Manage User,Done,16/Jul/24 11:44 PM
MU06 - Verify Login - Password contain at least 6 characters,N1NJS1804-157,10496,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 12:56 PM,16/Jul/24 11:44 PM,19/Jul/24 9:41 PM,16/Jul/24 11:44 PM,,0,Password contain at least 6 characters,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-158,,N1NJS1804-156,25/Jun/24 1:00 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 125851.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10018,26/Jun/24 2:48 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575675963021_3f29a1281d65f0113ccb89678d429dde.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10070,,,,,,Message 'Độ dài từ 6-160 ký tự' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Độ dài từ 6-160 ký tự',,,,,0|i000dj:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Input at least 5 characters
Step 3: Press enter on keyboard",Pass,,,,1_*:*_1_*:*_237102_*|*_10000_*:*_1_*:*_1772188029_*|*_10001_*:*_2_*:*_80831820,10000,Manage User,Done,16/Jul/24 11:44 PM
MU05 - Verify Login - Password can't contain space,N1NJS1804-156,10495,Bug,Open,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 12:51 PM,26/Jun/24 11:30 AM,29/Jun/24 8:05 AM,,,0,Password can't contain space,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-157,N1NJS1804-164,N1NJS1804-155,25/Jun/24 12:59 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 125911.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10017,,,,,,,No message showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Không chứa khoảng trống',,,,,0|i000db:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Input at least 6 spaces
Step 3:Press enter on keyboard",Fail,,,,,10000,Manage User,To Do,25/Jun/24 12:51 PM
MU04 - Verify Login - Password can't be blank,N1NJS1804-155,10494,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 12:48 PM,16/Jul/24 11:44 PM,19/Jul/24 9:41 PM,16/Jul/24 11:44 PM,,0,Password can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-156,,N1NJS1804-154,26/Jun/24 2:48 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575675963021_3f29a1281d65f0113ccb89678d429dde.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10069,,,,,,,Message 'Mật khẩu là bắt buộc' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Mật khẩu là bắt buộc',,,,,0|i000d3:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772360010_*|*_10001_*:*_2_*:*_81378773,10000,Manage User,Done,16/Jul/24 11:44 PM
MU03 - Verify Login - Email can't contain space,N1NJS1804-154,10493,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 12:43 PM,16/Jul/24 11:44 PM,19/Jul/24 9:41 PM,16/Jul/24 11:44 PM,,0,Email can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-155,,N1NJS1804-153,25/Jun/24 12:47 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 124544.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10015,25/Jun/24 12:47 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 124714.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10016,26/Jun/24 2:46 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575675963021_3f29a1281d65f0113ccb89678d429dde.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10068,,,,,"Message 'Vui lòng bao gồm '@' trong địa chỉ email' showed
Message 'Email là bắt buộc' showed",,,,,,{},,N1NJS1804-1,Manage User,,,"Show message 'Vui lòng bao gồm '@' trong địa chỉ email'
Show message 'Email là bắt buộc'",,,,,0|i000cv:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose email input field
Step 2: Input space
Step 3: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772478526_*|*_10001_*:*_2_*:*_81567398,10000,Manage User,Done,16/Jul/24 11:44 PM
MU02 - Verify Login - Email must be right format ,N1NJS1804-153,10492,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 12:39 PM,16/Jul/24 11:44 PM,29/Jun/24 8:03 AM,16/Jul/24 11:44 PM,,0,Email can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-154,,N1NJS1804-152,25/Jun/24 12:46 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 124129.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10014,26/Jun/24 2:46 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575675963021_3f29a1281d65f0113ccb89678d429dde.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10067,,,,,,Message 'Vui lòng bao gồm '@' trong địa chỉ email' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Vui lòng bao gồm '@' trong địa chỉ email',,,,,0|i000cn:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose email input field
Step 2: Input wrong format
Step 3: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772409186_*|*_10001_*:*_2_*:*_81867010,10000,Manage User,Done,16/Jul/24 11:44 PM
MU01 - Verify Login - Email can't be blank,N1NJS1804-152,10491,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 12:38 PM,16/Jul/24 11:43 PM,19/Jul/24 9:41 PM,16/Jul/24 11:43 PM,,0,Email can't be blank,,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-106,,,,N1NJS1804-153,,,25/Jun/24 12:37 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 123730.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10013,26/Jun/24 2:46 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575675963021_3f29a1281d65f0113ccb89678d429dde.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10066,,,,,,Message 'Email là bắt buộc' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Email là bắt buộc',,,,,0|i000yl:,,,,,Bussiness Flow,,,,,,,,,Unit,"Step 1: Choose email input field

Step 2: Press enter on keyboard",Pass,,,,3_*:*_1_*:*_1677_*|*_10000_*:*_3_*:*_1772422874_*|*_10001_*:*_3_*:*_81931025,10000,Manage User,Done,16/Jul/24 11:43 PM
UC30 - Create Feedback,N1NJS1804-125,10357,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,19/Jul/24 8:58 PM,16/Jul/24 12:36 PM,,,0,"As a user, I want to file a complaint so that issues can be formally addressed.",,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-256,N1NJS1804-255,N1NJS1804-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-4,Manage Services,,,,,,,,0|i0010f:,,,,,Bussiness Flow,,,,,,,,,,,,,,,,10003,Manage Services,To Do,19/Jun/24 8:22 AM
UC12 - Delete Serivces,N1NJS1804-122,10354,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,19/Jul/24 9:32 PM,19/Jul/24 9:31 PM,,,0,"As an admin, I want to delete service offerings that are no longer needed or relevant.",,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-261,N1NJS1804-281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-4,Manage Services,,,,,,,,0|i000qd:,,,,,Bussiness Flow,,,,,,,,,,,,,,,,10003,Manage Services,To Do,19/Jun/24 8:22 AM
UC14 - Create Request ,N1NJS1804-119,10351,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,17/Jul/24 4:37 PM,16/Jul/24 7:17 PM,,,0,,,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-187,N1NJS1804-191,N1NJS1804-205,N1NJS1804-211,N1NJS1804-210,N1NJS1804-206,N1NJS1804-207,N1NJS1804-208,N1NJS1804-209,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-2,Manage Request,,,,,,,,0|i000l7:,,,,,Set Up,,,,,,,,,Unit,,,,,,,10001,Manage Request,To Do,19/Jun/24 8:22 AM
UC11 - Create Service,N1NJS1804-116,10348,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,19/Jul/24 9:33 PM,19/Jul/24 9:32 PM,,,0,"As a Tutor, I want to manage and create service so that I can efficiently process them within the system.",,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-253,N1NJS1804-254,N1NJS1804-251,N1NJS1804-249,N1NJS1804-257,N1NJS1804-260,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-4,Manage Services,,,,,,,,0|i000qb:,,,,,Bussiness Flow,,,,,,,,,,,,,,,,10003,Manage Services,To Do,19/Jun/24 8:22 AM
UC07 - Delete Request,N1NJS1804-112,10344,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Nguyễn Trí Thành,712020:3ecca1b3-f181-406d-8df5-a0905574eb74,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,19/Jul/24 9:24 PM,19/Jul/24 9:41 PM,,,0,"As a student, I want to delete a tutoring request that I no longer need.",,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-2,Manage Request,,,,,,,,0|i00197:,,,,,Bussiness Flow,,,,,,,,,,,,,,,,10001,Manage Request,To Do,19/Jun/24 8:22 AM
UC05 -  Edit Profile,N1NJS1804-110,10342,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,26/Jun/24 11:28 AM,29/Jun/24 9:24 AM,,,0,,,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-181,N1NJS1804-183,N1NJS1804-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,0|i000l3:,,,,,Set Up,,,,,,,,,,,,,,,,,,To Do,19/Jun/24 8:22 AM
UC02- Register as a tutor,N1NJS1804-108,10340,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,09/Jul/24 8:03 PM,19/Jul/24 10:01 AM,,,0,"As a professional tutor, I want to register as a tutor on the platform so that I can offer my tutoring services to students.",,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-186,N1NJS1804-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-1,Manage User,,,,,,,,0|i00021:,,,,,Set Up,,,,,,,,,,,,,,,,10000,Manage User,To Do,19/Jun/24 8:22 AM
UC01 - Register,N1NJS1804-107,10339,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,09/Jul/24 8:04 PM,26/Jun/24 4:17 PM,,,0,"As a new user, I want to register for an account so that I can have a personal account and start using the services.",,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-162,N1NJS1804-160,N1NJS1804-161,N1NJS1804-164,N1NJS1804-163,N1NJS1804-165,N1NJS1804-166,N1NJS1804-168,N1NJS1804-169,N1NJS1804-167,N1NJS1804-192,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-1,Manage User,,,,,,,,0|i00023:,,,,,Set Up,,,,,,,,,,,,,,,,10000,Manage User,To Do,19/Jun/24 8:22 AM
UC03 - Login account,N1NJS1804-106,10338,Story,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,19/Jun/24 8:22 AM,09/Jul/24 8:07 PM,19/Jul/24 9:41 PM,,,0,"As a registered user, I want to be able to log in to my account so that I can access my personalized content and features.",,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,,,,,,,N1NJS1804-152,N1NJS1804-155,N1NJS1804-154,N1NJS1804-156,N1NJS1804-157,N1NJS1804-153,N1NJS1804-158,N1NJS1804-159,N1NJS1804-193,,,,,,,,,,,,,,,,,,,,,,,,{},,N1NJS1804-1,Manage User,,,,,,,,0|i00027:,,,,,Set Up,,,,,,,,,,,,,,,,10000,Manage User,To Do,19/Jun/24 8:22 AM
